Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
1278,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED,124520.05511633327
1279,OSWALGREEN,OSWAL GREENTECH LIMITED,124421.99936759123
1280,STEELXIND,STEEL EXCHANGE INDIA LIMITED,124418.2721621428
1281,KUANTUM,KUANTUM PAPERS LIMITED,124274.76724324597
1282,GICHSGFIN,GIC HOUSING FINANCE LIMITED,124201.24384354759
1283,GALAPREC,GALA PRECISION ENGINEERING LIMITED,124043.11724358975
1284,UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED,123333.83714412698
1285,ICEMAKE,ICE MAKE REFRIGERATION LIMITED,123291.89114073412
1286,HEUBACHIND,HEUBACH COLORANTS INDIA LIMITED,123130.49259203975
1287,RADHIKAJWE,RADHIKA JEWELTECH LIMITED,122361.22380952381
1288,NDTV,NEW DELHI TELEVISION LIMITED,122250.058311742
1289,DIFFNKG,DIFFUSION ENGINEERS LIMITED,122226.48951091667
1290,KSOLVES,KSOLVES INDIA LIMITED,122079.06780952381
1291,ARROWGREEN,ARROW GREENTECH LIMITED,121141.11407476978
1292,MVGJL,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,120500.62793639682
1293,MUFTI,CREDO BRANDS MARKETING LIMITED,119953.77786021023
1294,DHUNINV,DHUNSERI INVESTMENTS LIMITED,119699.895276627
1295,MAXIND,MAX INDIA LIMITED,119344.86862321428
1296,PAKKA,PAKKA LIMITED,119017.55225238095
1297,ROSSELLIND,ROSSELL INDIA LIMITED,118893.82311913096
1298,CREATIVE,CREATIVE NEWTECH LIMITED,118752.90950315475
1299,KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED,118215.17855873016
1300,APTECHT,APTECH LIMITED,118176.91734124601
1301,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,117955.3791722977
1302,HARDWYN,HARDWYN INDIA LIMITED,116641.92850902378
1303,NACLIND,NACL INDUSTRIES LIMITED,116311.70851808727
1304,C2C,C2C ADVANCED SYSTEMS LIMITED,116007.6622741
1305,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,115845.58127209917
1306,NELCAST,NELCAST LIMITED,115823.45468571429
1307,UNIENTER,UNIPHOS ENTERPRISES LIMITED,115138.67253126984
1308,SATIA,SATIA INDUSTRIES LIMITED,114231.5873015873
1309,VILAS,VILAS TRANSCORE LIMITED,113787.60571428572
1310,VINYAS,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,112927.94009442854
1311,MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED,111721.11111111111
1312,FAZE3Q,FAZE THREE LIMITED,111707.20341269842
1313,ANUHPHR,ANUH PHARMA LIMITED,109923.53554285715
1314,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,109859.0267537143
1315,ATL,ALLCARGO TERMINALS LIMITED,109809.71452288088
1316,MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED,109755.23253670635
1317,BLAL,BEML LAND ASSETS LIMITED,109538.15632261906
1318,ELIN,ELIN ELECTRONICS LIMITED,109521.16322150797
1319,GGBL,GANESH GREEN BHARAT LIMITED,109198.0610897436
1320,SHALPAINTS,SHALIMAR PAINTS LIMITED,109122.10470654366
1321,JAYBARMARU,JAY BHARAT MARUTI LIMITED,109021.06646825398
1322,GANESHBE,GANESH BENZOPLAST LIMITED,108431.20865822624
1323,DHARMAJ,DHARMAJ CROP GUARD LIMITED,108314.9422065873
1324,AGSTRA,AGS TRANSACT TECHNOLOGIES LIMITED,108150.57692865482
1325,BASILIC,BASILIC FLY STUDIO LIMITED,107964.27888888889
1326,SUTLEJTEX,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,107922.62351582538
1327,TREL,TRANSINDIA REAL ESTATE LIMITED,107215.87177661112
1328,NAHARSPING,NAHAR SPINNING MILLS LIMITED,106956.37888380159
1329,VALIANTORG,VALIANT ORGANICS LIMITED,106617.32198636909
1330,ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED,106598.36204239681
1331,ZUARIIND,ZUARI INDUSTRIES LIMITED,105888.06332568254
1332,SARTELE,SAR TELEVENTURE LIMITED,105107.58995039682
1333,INFOBEAN,INFOBEANS TECHNO. LIMITED,105076.84773269843
1334,AIMTRON,AIMTRON ELECTRONICS LIMITED,104995.26859783729
1335,URJA,URJA GLOBAL LIMITED,104861.72785718256
1336,STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED,104637.09523809525
1337,KRYSTAL,KRYSTAL INTEGRATED SERVICES LIMITED,103912.51190219044
1338,GANDHITUBE,GANDHI SPECIAL TUBES LIMITED,103126.64578184126
1339,CELLECOR,CELLECOR GADGETS LIMITED,102318.84363507936
1340,SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,102165.60457508914
1341,THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED,101483.94787490081
1342,KAMOPAINTS,KAMDHENU VENTURES LIMITED,100883.00619047618
1343,SASTASUNDR,SASTASUNDAR VENTURES LIMITED,100869.83317857144
1344,DENTALKART,VASA DENTICITY LIMITED,100788.98004193653
1345,KRITI,KRITI INDUSTRIES (INDIA) LIMITED,100560.58621006351
1346,KRISHNADEF,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,100422.52047514281
1347,ARIHANTCAP,ARIHANT CAPITAL MARKETS LIMITED,100240.05172761905
1348,NINSYS,NINTEC SYSTEMS LIMITED,100218.62571428572
1349,EMKAYTOOLS,EMKAY TAPS AND CUTTING TOOLS LIMITED,99823.70188214285
1350,AYMSYNTEX,AYM SYNTEX LIMITED,99675.34090603572
1351,NCLIND,NCL INDUSTRIES LIMITED,99526.4976158651
1352,ENIL,ENTERTAINMENT NETWORK (INDIA) LIMITED,99204.13879911104
1353,APS,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,99167.72833333333
1354,RSWM,RSWM LIMITED,98910.433669996
1355,ASIANTILES,ASIAN GRANITO INDIA LIMITED,98441.27628982143
1356,ORIENTPPR,ORIENT PAPER & INDUSTRIES LIMITED,98237.32034550792
1357,KOTYARK,KOTYARK INDUSTRIES LIMITED,98181.38437546034
1358,BODALCHEM,BODAL CHEMICALS LIMITED,97883.42932235317
1359,DHANBANK,DHANLAXMI BANK LIMITED,97396.39932575793
1360,BIRLAMONEY,ADITYA BIRLA MONEY LIMITED,97381.85759757936
1361,INNOVANA,INNOVANA THINKLABS LIMITED,97206.60714285714
1362,GVKPIL,GVK POWER & INFRASTRUCTURE LIMITED,96853.3822363492
1363,GHCLTEXTIL,GHCL TEXTILES LIMITED,96590.72640250002
1364,SICALLOG,SICAL LOGISTICS LIMITED,96417.81675613111
1365,RATNAVEER,RATNAVEER PRECISION ENGINEERING LIMITED,96258.10514236109
1366,SHIVALIK,SHIVALIK RASAYAN LIMITED,95941.32049878969
1367,AMBIKCO,AMBIKA COTTON MILLS LIMITED,95914.08283730158
1368,GFLLIMITED,GFL LIMITED,95849.6175
1369,ROHLTD,ROYAL ORCHID HOTELS LIMITED,95400.02517033729
1370,LINC,LINC LIMITED,95058.96270975398
1371,PRIMESECU,PRIME SECURITIES LIMITED,94916.12611468254
1372,20MICRONS,20 MICRONS LIMITED,94708.74732671828
1373,RUSHIL,RUSHIL DECOR LIMITED,94552.24608289688
1374,SBC,SBC EXPORTS LIMITED,94032.40785714285
1375,RACLGEAR,RACL GEARTECH LIMITED,93983.2072
1376,RITCO,RITCO LOGISTICS LIMITED,93822.6513153492
1377,MINDTECK,MINDTECK (INDIA) LIMITED,93641.48025962697
1378,CHEMCON,CHEMCON SPECIALITY CHEMICALS LIMITED,93296.15690413097
1379,ESFL,ESSEN SPECIALITY FILMS LIMITED,93236.67151111111
1380,SARVESHWAR,SARVESHWAR FOODS LIMITED,93130.45820952381
1381,FILATFASH,FILATEX FASHIONS LIMITED,92535.98748993652
1382,ZODIAC,ZODIAC ENERGY LIMITED,92452.24419468254
1383,SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,92372.53035714285
1384,GIRIRAJ,GIRIRAJ CIVIL DEVELOPERS LIMITED,91352.76919047619
1385,CSLFINANCE,CSL FINANCE LIMITED,91152.3625487659
1386,ESSARSHPNG,ESSAR SHIPPING LIMITED,90922.45296217853
1387,MALLCOM,MALLCOM (INDIA) LIMITED,90893.32571428572
1388,TRACXN,TRACXN TECHNOLOGIES LIMITED,90829.61566220633
1389,VHLTD,VICEROY HOTELS LIMITED,90738.25255579357
1390,STEL,STEL HOLDINGS LIMITED,90661.88411958334
1391,GARUDA,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,90532.95042466982
1392,VISAKAIND,VISAKA INDUSTRIES LIMITED,90296.40296028572
1393,JAYAGROGN,JAYANT AGRO ORGANICS LIMITED,89879.40476190475
1394,OSWALAGRO,OSWAL AGRO MILLS LIMITED,89870.28906753179
1395,UGARSUGAR,THE UGAR SUGAR WORKS LIMITED,89754.82142857143
1396,ALLETEC,ALL E TECHNOLOGIES LIMITED,89496.74152228571
1397,ELDEHSG,ELDECO HOUSING AND INDUSTRIES LIMITED,89483.18746825398
1398,JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,89410.17153162695
1399,ZUARI,ZUARI AGRO CHEMICALS LIMITED,89129.05928022224
1400,DBOL,DHAMPUR BIO ORGANICS LIMITED,88955.89315484127
1401,BHAGERIA,BHAGERIA INDUSTRIES LIMITED,88857.92248280952
1402,DECCANCE,DECCAN CEMENTS LIMITED,88215.67753968254
1403,MMP,MMP INDUSTRIES LIMITED,87938.80600501194
1404,ONWARDTEC,ONWARD TECHNOLOGIES LIMITED,87741.28763492063
1405,RUBYMILLS,THE RUBY MILLS LIMITED,87356.47974603173
1406,FOODSIN,FOODS & INNS LIMITED,86701.15913569444
1407,SJLOGISTIC,S J LOGISTICS (INDIA) LIMITED,85827.31574369047
1408,JINDALPHOT,JINDAL PHOTO LIMITED,85621.44362017461
1409,CAREERP,CAREER POINT LIMITED,85180.06234001584
1410,RADIANTCMS,RADIANT CASH MANAGEMENT SERVICES LIMITED,85078.4675202024
1411,ONMOBILE,ONMOBILE GLOBAL LIMITED,84993.1903480238
1412,REPRO,REPRO INDIA LIMITED,84975.7542683492
1413,COFFEEDAY,COFFEE DAY ENTERPRISES LIMITED,84911.9682904375
1414,SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,84654.85183557938
1415,GEECEE,GEECEE VENTURES LIMITED,83967.9774265833
1416,VMARCIND,V MARC INDIA LIMITED,83753.99309592061
1417,GSLSU,GLOBAL SURFACES LIMITED,83636.8850957341
1418,SAKUMA,SAKUMA EXPORTS LIMITED,83522.57456613892
1419,HPAL,HP ADHESIVES LIMITED,83335.9262957103
1420,SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED,82968.29321904763
1421,TIRUPATI,SHREE TIRUPATI BALAJEE FIBC LIMITED,82879.72623142858
1422,MAANALU,MAAN ALUMINIUM LIMITED,82736.4494774722
1423,GLOSTERLTD,GLOSTER LIMITED,82725.92137507937
1424,LIBERTSHOE,LIBERTY SHOES LIMITED,82706.07428571428
1425,SPENCERS,SPENCER'S RETAIL LIMITED,82558.68915489287
1426,NECLIFE,NECTAR LIFESCIENCES LIMITED,82428.72138761112
1427,ACL,ANDHRA CEMENTS LIMITED,82305.77078544443
1428,TPLPLASTEH,TPL PLASTECH LIMITED,82275.76909285714
1429,SARLAPOLY,SARLA PERFORMANCE FIBERS LIMITED,82161.25258888889
1430,WSI,W S INDUSTRIES (I) LIMITED,82123.70814915477
1431,FOCUS,FOCUS LIGHTING AND FIXTURES LIMITED,82072.77565503969
1432,TNPETRO,TAMILNADU PETROPRODUCTS LIMITED,81454.67430286108
1433,CHEVIOT,CHEVIOT COMPANY LIMITED,81147.5593899008
1434,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,81026.95635886505
1435,CHEMBOND,CHEMBOND CHEMICALS LIMITED,80955.49178665079
1436,RBL,RANE BRAKE LINING LIMITED,80946.90237111507
1437,KDL,KORE DIGITAL LIMITED,80264.542
1438,HINDCOMPOS,HINDUSTAN COMPOSITES LIMITED,80070.66096428572
1439,SPECIALITY,SPECIALITY RESTAURANTS LIMITED,79654.547900373
1440,DENORA,DE NORA INDIA LIMITED,79570.46197974606
1441,DBEIL,DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,79532.05449845453
1442,SURAJLTD,SURAJ LIMITED,79126.80198352941
1443,DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED,79102.83635131348
1444,APEX,APEX FROZEN FOODS LIMITED,79006.15079365078
1445,ALBERTDAVD,ALBERT DAVID LIMITED,78384.7447193651
1446,SCHAND,S CHAND AND COMPANY LIMITED,78333.68070605953
1447,TAC,TAC INFOSEC LIMITED,77819.80458571429
1448,TOLINS,TOLINS TYRES LIMITED,77700.93549400683
1449,MANBA,MANBA FINANCE LIMITED,77650.3510763492
1450,NDL,NANDAN DENIM LIMITED,77263.79726807539
1451,PARSVNATH,PARSVNATH DEVELOPERS LIMITED,77198.37650293647
1452,WANBURY,WANBURY LIMITED,76845.76904499208
1453,VRAJ,VRAJ IRON AND STEEL LIMITED,76609.15473352419
1454,VIKASLIFE,VIKAS LIFECARE LIMITED,76309.6754674603
1455,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,76101.06422523777
1456,BIL,BHARTIYA INTERNATIONAL LIMITED,76006.24822740079
1457,PASHUPATI,PASHUPATI COTSPIN LIMITED,75496.8973015873
1458,INDSWFTLAB,IND-SWIFT LABORATORIES LIMITED,75410.16780698414
1459,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,75321.96257157937
1460,KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LIMITED,75194.95700444444
1461,PVP,PVP VENTURES LIMITED,75142.99553557934
1462,ANNAPURNA,ANNAPURNA SWADISHT LIMITED,75058.74218253969
1463,JAYBEE,JAY BEE LAMINATIONS LIMITED,74726.13985609756
1464,AFFORDABLE,AFFORDABLE ROBOTIC & AUTOMATION LIMITED,74704.39867512765
1465,PLASTIBLEN,PLASTIBLENDS INDIA LIMITED,74671.2000015873
1466,BIRLACABLE,BIRLA CABLE LIMITED,74083.66666666667
1467,RPPINFRA,R.P.P. INFRA PROJECTS LIMITED,73891.1839115635
1468,RBMINFRA,RBM INFRACON LIMITED,73118.83009920635
1469,EMAMIPAP,EMAMI PAPER MILLS LIMITED,73033.34881230158
1470,INDOTHAI,INDO THAI SECURITIES LIMITED,72059.76190476191
1471,VISHNUINFR,VISHNUSURYA PROJECTS AND INFRA LIMITED,72011.1200409762
1472,RVTH,REVATHI EQUIPMENT INDIA LIMITED,71692.3147820592
1473,NRL,NUPUR RECYCLERS LIMITED,71577.4939424087
1474,FOCE,FOCE INDIA LIMITED,71264.48180654763
1475,TVSELECT,TVS ELECTRONICS LIMITED,71081.98659704758
1476,MENONBE,MENON BEARINGS LIMITED,70969.10047619048
1477,NITCO,NITCO LIMITED,70728.43113891667
1478,VINYLINDIA,VINYL CHEMICALS (INDIA) LIMITED,70628.14813637699
1479,PYRAMID,PYRAMID TECHNOPLAST LIMITED,70587.78324
1480,LOKESHMACH,LOKESH MACHINES LIMITED,70135.78824642858
1481,ASHIMASYN,ASHIMA LIMITED,69662.50601722226
1482,BALAJITELE,BALAJI TELEFILMS LIMITED,69314.71281753968
1483,BEDMUTHA,BEDMUTHA INDUSTRIES LIMITED,69153.43592783732
1484,HMVL,HINDUSTAN MEDIA VENTURES LIMITED,68832.37974704365
1485,SAKAR,SAKAR HEALTHCARE LIMITED,68814.21227416667
1486,LGHL,LAXMI GOLDORNA HOUSE LIMITED,68498.2628
1487,GOACARBON,GOA CARBON LIMITED,68480.62666253967
1488,KHADIM,KHADIM INDIA LIMITED,68423.50658896033
1489,CONSOFINVT,CONSOLIDATED FINVEST & HOLDINGS LIMITED,68167.55725051186
1490,MBLINFRA,MBL INFRASTRUCTURE LIMITED,68113.90419775396
1491,NAHARPOLY,NAHAR POLY FILMS LIMITED,67931.25270636508
1492,RBZJEWEL,RBZ JEWELLERS LIMITED,67611.90476190476
1493,NRAIL,N R AGARWAL INDUSTRIES LIMITED,67569.27134166667
1494,MEGATHERM,MEGATHERM INDUCTION LIMITED,67541.32193225795
1495,KRITINUT,KRITI NUTRIENTS LIMITED,67247.35395603174
1496,COOLCAPS,COOL CAPS INDUSTRIES LIMITED,66980.10793650793
1497,DONEAR,DONEAR INDUSTRIES LIMITED,66538.16825396825
1498,GANESHIN,GANESH INFRAWORLD LIMITED,66435.54187002941
1499,RSSOFTWARE,R. S. SOFTWARE (INDIA) LIMITED,66428.11054536112
1500,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LIMITED,66325.06393333332
1501,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,66313.25432539682
1502,SILINV,SIL INVESTMENTS LIMITED,66180.98471285714
1503,ABSMARINE,ABS MARINE SERVICES LIMITED,65927.85595238095
1504,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LIMITED,65914.45991582937
1505,TCLCONS,TANTIA CONSTRUCTIONS LIMITED,65904.52380952382
1506,IRIS,IRIS BUSINESS SERVICES LIMITED,65896.57604526589
1507,KNAGRI,KN AGRI RESOURCES LIMITED,65871.23503178572
1508,MOLDTECH,MOLD-TEK TECHNOLOGIES LIMITED,65139.86814741268
1509,RACE,RACE ECO CHAIN LIMITED,65121.7457047619
1510,MOS,MOS UTILITY LIMITED,64998.266086341275
1511,PCCL,PETRO CARBON AND CHEMICALS LIMITED,64963.3712
1512,DAVANGERE,DAVANGERE SUGAR COMPANY LIMITED,64849.58218866667
1513,SUPREMEPWR,SUPREME POWER EQUIPMENT LIMITED,64774.14595605159
1514,BCONCEPTS,BRAND CONCEPTS LIMITED,64728.16456984127
1515,ALANKIT,ALANKIT LIMITED,64542.51435492063
1516,SREEL,SREELEATHERS LIMITED,64362.314549996
1517,IITL,INDUSTRIAL INVESTMENT TRUST LIMITED,64336.980800238096
1518,INDOBORAX,INDO BORAX & CHEMICALS LIMITED,64199.50868253968
1519,TGL,TEERTH GOPICON LIMITED,64150.81394920635
1520,NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,64110.23557926981
1521,MUNJALSHOW,MUNJAL SHOWA LIMITED,64017.64758730159
1522,NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,63898.024368126964
1523,SRM,SRM CONTRACTORS LIMITED,63797.89592301587
1524,NOVAAGRI,NOVA AGRITECH LIMITED,63701.94724638093
1525,KRONOX,KRONOX LAB SCIENCES LIMITED,63683.273714285715
1526,IZMO,IZMO LIMITED,63590.40041250396
1527,REMSONSIND,REMSONS INDUSTRIES LIMITED,63459.65173672224
1528,DPWIRES,D P WIRES LIMITED,63416.71010276186
1529,VIKASECO,VIKAS ECOTECH LIMITED,63224.22168328968
1530,PAVNAIND,PAVNA INDUSTRIES LIMITED,63131.39462222222
1531,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LIMITED,63050.967347769845
1532,ATMASTCO,ATMASTCO LIMITED,63047.44881408731
1533,DRONE,DRONE DESTINATION LIMITED,62886.65910984126
1534,SAHAJSOLAR,SAHAJ SOLAR LIMITED,62831.13005924779
1535,AVG,AVG LOGISTICS LIMITED,62749.990790952375
1536,DICIND,DIC INDIA LIMITED,62719.9498409643
1537,KORE,JAY JALARAM TECHNOLOGIES LIMITED,62533.85063492064
1538,TARACHAND,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED,62471.529358571424
1539,MANAKSIA,MANAKSIA LIMITED,62290.94670345238
1540,BALAJEE,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,62266.18540450667
1541,SPCL,SHIVALIC POWER CONTROL LIMITED,61730.39699894444
1542,FCSSOFT,FCS SOFTWARE SOLUTIONS LIMITED,61641.600348571425
1543,GENUSPAPER,GENUS PAPER & BOARDS LIMITED,61579.41787969841
1544,EFFWA,EFFWA INFRA & RESEARCH LIMITED,61514.68441716666
1545,MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,61394.363380952374
1546,ASMS,BARTRONICS INDIA LIMITED,60963.69351430158
1547,SGIL,SYNERGY GREEN INDUSTRIES LIMITED,60411.37396428572
1548,WTICAB,WISE TRAVEL INDIA LIMITED,60391.9211685
1549,RMDRIP,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,60282.76285714286
1550,KAYA,KAYA LIMITED,60263.25798394442
1551,PRECOT,PRECOT LIMITED,60245.047619047626
1552,ORIENTCER,ORIENT CERATECH LIMITED,60028.683744761904
1553,AURUM,AURUM PROPTECH LIMITED,59634.0620819365
1554,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,59461.03831740871
1555,XTGLOBAL,XTGLOBAL INFOTECH LIMITED,59384.62274582194
1556,MIRZAINT,MIRZA INTERNATIONAL LIMITED,58855.47279595238
1557,KRISHIVAL,KRISHIVAL FOODS LIMITED,58771.318767726196
1558,AARTISURF,AARTI SURFACTANTS LIMITED,58745.12047684524
1559,HINDMOTORS,HINDUSTAN MOTORS LIMITED,58730.63566975399
1560,ORICONENT,ORICON ENTERPRISES LIMITED,58468.36573029762
1561,HTMEDIA,HT MEDIA LIMITED,58306.59291199206
1562,HIGREEN,HI-GREEN CARBON LIMITED,57980.27083333333
1563,BPL,BPL LIMITED,57680.06352058729
1564,KAMATHOTEL,KAMAT HOTELS (I) LIMITED,57677.46998902778
1565,PTL,PTL ENTERPRISES LIMITED,57539.23896666667
1566,SSDL,SARASWATI SAREE DEPOT LIMITED,57231.69703652174
1567,ACCENTMIC,ACCENT MICROCELL LIMITED,57207.5666031746
1568,RCOM,RELIANCE COMMUNICATIONS L,57142.82664572917
1569,CLEDUCATE,CL EDUCATE LIMITED,56873.750309174626
1570,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED,56855.00969777778
1571,HCL-INSYS,HCL INFOSYSTEMS LIMITED,56763.62991878967
1572,KCPSUGIND,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,56187.96152753968
1573,INDOUS,INDO US BIOTECH LIMITED,56116.93190625
1574,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LIMITED,55869.3471716508
1575,PREMIERPOL,PREMIER POLYFILM LIMITED,55526.57962067064
1576,LAWSIKHO,ADDICTIVE LEARNING TECHNOLOGY LIMITED,55216.24011860316
1577,SHIVAMAUTO,SHIVAM AUTOTECH LIMITED,55083.61542011511
1578,VINSYS,VINSYS IT SERVICES INDIA LIMITED,54722.69010905157
1579,INTLCONV,INTERNATIONAL CONVEYORS LIMITED,54605.48527063492
1580,IRISDOREME,IRIS CLOTHINGS LIMITED,54578.26114708731
1581,MODISONLTD,MODISON LIMITED,54499.49170634921
1582,BALAXI,BALAXI PHARMACEUTICALS LIMITED,54441.56166071428
1583,3IINFOLTD,3I INFOTECH LIMITED,54408.28697623412
1584,NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,54132.11773362695
1585,MAZDA,MAZDA LIMITED,54112.03178571428
1586,ZIMLAB,ZIM LABORATORIES LIMITED,54057.15280591666
1587,KILITCH,KILITCH DRUGS (INDIA) LIMITED,54053.18470880556
1588,GEEKAYWIRE,GEEKAY WIRES LIMITED,53752.023
1589,DIAMINESQ,DIAMINES & CHEMICALS LIMITED,53597.82315535714
1590,SINCLAIR,SINCLAIRS HOTELS LIMITED,53547.823301587305
1591,AXITA,AXITA COTTON LIMITED,53493.44963248809
1592,URAVI,URAVI T AND WEDGE LAMPS LIMITED,53381.60317460317
1593,ASAHISONG,ASAHI SONGWON COLORS LIMITED,53376.04335030953
1594,MIRCELECTR,MIRC ELECTRONICS LIMITED,53306.61390118253
1595,TRF,TRF LIMITED,53149.34488646031
1596,IFBAGRO,IFB AGRO INDUSTRIES LIMITED,53037.36307459922
1597,UYFINCORP,U. Y. FINCORP LIMITED,53028.7782757213
1598,PROV,PROVENTUS AGROCOM LIMITED,52749.65055540474
1599,APCL,ANJANI PORTLAND CEMENT LIMITED,52598.032778900815
1600,SADBHAV,SADBHAV ENGINEERING LIMITED,52583.86302126985
1601,SRD,SHANKAR LAL RAMPAL DYE-CHEM LIMITED,52520.42971989475
1602,VALIANTLAB,VALIANT LABORATORIES LIMITED,52445.83972222223
1603,VIVIANA,VIVIANA POWER TECH LIMITED,52359.86130952381
1604,TEMBO,TEMBO GLOBAL INDUSTRIES LIMITED,52210.8623790873
1605,ORIENTBELL,ORIENT BELL LIMITED,52085.654049793644
1606,MANAKCOAT,MANAKSIA COATED METALS & INDUSTRIES LIMITED,52021.22557928572
1607,FROG,FROG CELLSAT LIMITED,51511.01728813492
1608,NILAINFRA,NILA INFRASTRUCTURES LIMITED,51450.37000285714
1609,INSPIRISYS,INSPIRISYS SOLUTIONS LIMITED,51354.22055926588
1610,GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,51087.076857142856
1611,UTSSAV,UTSSAV CZ GOLD JEWELS LIMITED,50974.44997
1612,BANSWRAS,BANSWARA SYNTEX LIMITED,50805.35729032143
1613,ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,50772.73278403571
1614,ELGIRUBCO,ELGI RUBBER COMPANY LIMITED,50766.271111111106
1615,UNIDT,UNITED DRILLING TOOLS LIMITED,50699.7577278135
1616,KOTHARIPRO,KOTHARI PRODUCTS LIMITED,50611.381657289654
1617,RADIOCITY,MUSIC BROADCAST LIMITED,50507.138995535715
1618,ORBTEXP,ORBIT EXPORTS LIMITED,50474.46993126586
1619,MEGASOFT,MEGASOFT LIMITED,50337.22166696823
1620,SHREEKARNI,SHREE KARNI FABCOM LIMITED,50026.40190476191
1621,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,49794.99846442064
1622,LYKALABS,LYKA LABS LIMITED,49286.32486507936
1623,SOFTTECH,SOFTTECH ENGINEERS LIMITED,49195.077577301585
1624,SRGHFL,SRG HOUSING FINANCE LIMITED,49150.42506709919
1625,TRUST,TRUST FINTECH LIMITED,49024.88713333333
1626,AUTOIND,AUTOLINE INDUSTRIES LIMITED,48805.35199585713
1627,LEMERITE,LE MERITE EXPORTS LIMITED,48796.96560714286
1628,DYNPRO,DYNEMIC PRODUCTS LIMITED,48298.07873070633
1629,KAPSTON,KAPSTON SERVICES LIMITED,48018.86104731349
1630,SWARAJ,SWARAJ SUITING LIMITED,47826.973776904764
1631,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,47787.32640777778
1632,EUROBOND,EURO PANEL PRODUCTS LIMITED,47754
1633,ZTECH,Z-TECH (INDIA) LIMITED,47378.40827706349
1634,OCCLLTD,OCCL LIMITED,47339.21258065115
1635,UFO,UFO MOVIEZ INDIA LIMITED,47210.29967400002
1636,DCI,DC INFOTECH AND COMMUNICATION LIMITED,47125.36111111111
1637,HARRMALAYA,HARRISONS  MALAYALAM LIMITED,47074.68488938492
1638,NILASPACES,NILA SPACES LIMITED,46963.78444857142
1639,VSTL,VIBHOR STEEL TUBES LIMITED,46921.36123886903
1640,VARDHACRLC,VARDHMAN ACRYLICS LIMITED,46913.93124626986
1641,PHANTOMFX,PHANTOM DIGITAL EFFECTS LIMITED,46818.98005714286
1642,BBTCL,B&B TRIPLEWALL CONTAINERS LIMITED,46736.520773698394
1643,ESCONET,ESCONET TECHNOLOGIES LIMITED,46544.72997619047
1644,EIFFL,EURO INDIA FRESH FOODS LIMITED,46317.30666666667
1645,VENUSREM,VENUS REMEDIES LIMITED,46109.84945484129
1646,VIPULLTD,VIPUL LIMITED,45908.90274615876
1647,SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,45726.10907682142
